RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
8606.0,15748920.0,Cherkasova,561,France,Female,49.0,8,0.0,2.0,1,1,12513.07,0,0,1,SILVER,517
8607.0,15694581.0,Rawlings,807,Spain,Male,42.0,5,0.0,2.0,1,1,74900.9,0,0,2,DIAMOND,791
8608.0,15643215.0,Jen,602,Germany,Male,38.0,2,71667.97,2.0,0,0,137111.89,0,0,3,DIAMOND,280
8609.0,15649060.0,Chien,727,Germany,Female,31.0,3,82729.47,2.0,1,0,60212.51,0,0,4,DIAMOND,303
8610.0,15774258.0,Gorbunov,678,France,Male,40.0,1,0.0,2.0,1,invalid_value,187343.4,0,0,3,PLATINUM,505
8611.0,15731553.0,Lucas,730,France,Male,23.0,8,0.0,2.0,1,0,183284.53,0,0,3,SILVER,537
8612.0,15617029.0,Young,596,Spain,Female,30.0,1,0.0,2.0,1,0,8125.39,0,0,,,951
8613.0,15780716.0,Colombo,686,Germany,Male,39.0,3,129626.19,2.0,1,1,103220.56,0,0,5,PLATINUM,813
8614.0,15577018.0,Tsao,684,Germany,Female,26.0,2,114035.39,1.0,0,0,96885.19,0,0,4,PLATINUM,383
8615.0,15809515.0,,797,Germany,Male,32.0,1,151922.94,1.0,1,0,8877.06,0,0,2,GOLD,848
8616.0,15789924.0,Hussain,658,France,Female,39.0,4,0.0,1.0,1,1,147530.06,0,0,3,GOLD,745
8617.0,15725076.0,Anderson,653,Spain,Female,27.0,6,107751.68,2.0,1,1,33389.42,0,0,3,GOLD,563
8618.0,15672481.0,Ulyanov,641,France,Male,37.0,6,0.0,2.0,1,0,45309.24,0,0,5,DIAMOND,940
8619.0,15574115.0,Shaw,656,Spain,Female,41.0,6,101179.23,2.0,1,1,35230.61,0,0,2,GOLD,239
8620.0,15661830.0,Lucciano,750,Spain,Female,36.0,6,0.0,2.0,1,1,59816.41,0,invalid_value,3,,371
8621.0,15665879.0,Gordon,768,France,Female,40.0,8,0.0,2.0,0,1,69080.46,,0,5,GOLD,334
8622.0,15673820.0,Woodward,568,France,Male,33.0,7,0.0,2.0,1,0,143450.61,0,0,1,PLATINUM,392
8623.0,15747772.0,Cunningham,706,Germany,Male,36.0,9,58571.18,2.0,1,0,40774.01,0,0,4,PLATINUM,329
8624.0,15666197.0,,430,Germany,Female,38.0,8,153058.64,1.0,1,0,99377.27,0,0,2,SILVER,393
invalid_value,15773639.0,Truscott,745,Germany,Male,35.0,4,98270.34,1.0,1,0,133617.43,0,0,5,DIAMOND,271
8626.0,15581893.0,Ginikanwa,747,France,Male,43.0,1,,1.0,0,1,101495.0,1,1,4,PLATINUM,292
8627.0,15672447.0,Bailey,657,Germany,Male,40.0,7,99165.84,1.0,0,1,,1,1,5,SILVER,267
8628.0,15777830.0,Hutchinson,639,France,Female,42.0,4,0.0,2.0,0,0,167682.37,0,0,2,GOLD,968
8629.0,15713890.0,Maclean,704,France,Male,44.0,3,0.0,2.0,0,1,152884.85,0,0,5,DIAMOND,323
8630.0,15577598.0,Chiang,651,Spain,Male,23.0,4,115636.05,2.0,1,0,70400.86,0,0,5,PLATINUM,710
8631.0,15786042.0,Willmore,706,Germany,Female,44.0,2,185932.18,2.0,1,0,65413.41,,0,5,GOLD,536
8632.0,15753462.0,Godson,632,Germany,Male,30.0,2,72549.0,2.0,0,1,182728.8,0,,3,DIAMOND,845
8633.0,15759690.0,,751,France,Male,42.0,4,0.0,2.0,1,1,81442.6,0,0,2,DIAMOND,997
8634.0,,Bitter,767,France,Female,35.0,2,0.0,2.0,0,0,144251.38,0,0,4,PLATINUM,348
8635.0,15656141.0,Ts'ao,741,France,Male,39.0,5,0.0,1.0,0,1,40207.06,0,0,1,SILVER,933
8636.0,15608701.0,Chialuka,651,Germany,Male,29.0,3,121890.06,1.0,1,0,54530.51,1,1,1,GOLD,499
8637.0,15582892.0,Scott,601,France,Male,46.0,2,99786.07,,1,1,32683.88,1,1,1,SILVER,284
8638.0,15632967.0,Feng,520,France,Male,34.0,3,0.0,2.0,1,1,104703.96,0,0,5,DIAMOND,867
8639.0,,Castiglione,626,Germany,Male,27.0,4,115084.53,2.0,0,1,26907.43,0,0,3,GOLD,258
8640.0,15654891.0,He,811,France,Male,30.0,6,0.0,2.0,1,1,180591.32,0,0,2,SILVER,227
8641.0,15611365.0,Fanucci,730,France,Female,32.0,9,127661.69,1.0,0,0,60905.51,0,0,3,DIAMOND,542
8642.0,15749103.0,Ginikanwa,604,Germany,Female,47.0,4,118907.6,1.0,0,1,47777.15,1,1,3,PLATINUM,808
8643.0,15810203.0,Manning,499,Germany,Female,44.0,6,77627.33,2.0,1,0,108222.68,0,0,4,PLATINUM,545
8644.0,15813660.0,Forlonge,754,invalid_value,Male,40.0,2,160625.17,1.0,0,1,3554.63,0,0,1,DIAMOND,816
8645.0,15605673.0,Liang,716,Spain,,29.0,8,0.0,2.0,invalid_value,0,78616.92,0,,1,DIAMOND,785
8646.0,15669282.0,Uchechukwu,636,France,Female,20.0,,124266.86,1.0,0,0,100566.81,0,0,5,DIAMOND,606
8647.0,15792726.0,Sung,470,France,Female,25.0,8,127974.06,2.0,1,1,,0,0,3,DIAMOND,360
8648.0,15593241.0,Tochukwu,444,France,Male,43.0,3,0.0,2.0,1,1,159131.21,0,0,4,PLATINUM,979
8649.0,15683053.0,Reyna,809,Spain,Female,48.0,2,0.0,1.0,1,0,160976.85,1,1,1,GOLD,994
8650.0,15632736.0,Liang,850,Germany,Female,30.0,3,104911.35,2.0,1,1,42933.26,0,0,3,PLATINUM,334
8651.0,15731865.0,Unwin,637,France,Male,27.0,invalid_value,0.0,2.0,1,0,91291.2,0,0,4,GOLD,304
8652.0,15760450.0,Rutherford,512,France,Male,43.0,1,invalid_value,2.0,1,1,52471.36,0,0,4,GOLD,574
8653.0,15787204.0,Howe,774,Spain,Female,43.0,1,110646.54,1.0,0,0,108804.28,0,0,4,GOLD,597
8654.0,15650454.0,Tran,641,France,Male,57.0,5,0.0,2.0,1,1,122449.18,0,0,3,SILVER,720
8655.0,15573730.0,Thompson,586,Germany,Male,42.0,6,invalid_value,2.0,1,0,41682.3,0,0,4,GOLD,233
8656.0,15705050.0,Linger,611,France,Male,30.0,9,0.0,2.0,1,1,148887.69,0,0,4,GOLD,973
8657.0,15791342.0,Johnston,660,Spain,Male,31.0,1,84560.04,1.0,1,1,137784.25,0,0,1,PLATINUM,357
8658.0,15684316.0,Udokamma,532,France,Male,43.0,9,0.0,2.0,0,0,190573.91,1,1,3,PLATINUM,559
8659.0,15700540.0,Barrera,557,Germany,Female,38.0,2,129893.56,1.0,0,0,102076.03,0,0,2,PLATINUM,823
8660.0,15770631.0,Sutherland,730,Spain,Male,25.0,5,167385.81,1.0,,1,56307.51,,0,5,PLATINUM,452
8661.0,15790594.0,Bednall,535,France,Female,27.0,6,0.0,2.0,0,1,49775.58,0,0,3,SILVER,786
8662.0,15604020.0,Otoole,773,Germany,Female,36.0,4,105858.71,1.0,0,1,4395.45,0,0,2,DIAMOND,564
,15637599.0,Cremonesi,510,Germany,Female,44.0,4,123070.89,1.0,,0,28461.29,1,1,3,DIAMOND,875
8664.0,15736578.0,Hamilton,539,France,Male,,1,0.0,1.0,1,1,28184.7,0,0,5,PLATINUM,445
8665.0,15666332.0,Donaldson,690,Spain,Female,48.0,2,0.0,2.0,1,1,,invalid_value,0,3,GOLD,712
8666.0,15727291.0,McKay,821,France,Female,40.0,1,0.0,2.0,1,0,194273.12,0,0,5,SILVER,935
8667.0,invalid_value,Black,687,Germany,Male,35.0,1,125141.24,,1,1,148537.07,0,0,3,SILVER,299
8668.0,15658987.0,Kane,557,France,Female,46.0,4,96173.17,2.0,1,1,116378.31,0,invalid_value,5,GOLD,689
8669.0,15687719.0,She,532,Spain,Female,37.0,5,0.0,2.0,0,1,,0,0,5,DIAMOND,527
8670.0,15799641.0,Bruno,540,Spain,Male,,2,0.0,2.0,1,0,81995.92,0,0,4,DIAMOND,868
8671.0,15758702.0,Watson,705,France,Female,55.0,8,0.0,2.0,1,1,14392.68,0,invalid_value,3,GOLD,761
8672.0,15689526.0,Shih,542,Germany,Female,35.0,9,127543.11,2.0,1,0,468.94,1,1,4,SILVER,732
8673.0,15586848.0,Rose,706,France,Male,38.0,1,0.0,2.0,1,0,122379.54,0,0,1,SILVER,884
8674.0,15707637.0,Zikoranachukwudimma,765,France,Female,56.0,1,0.0,1.0,1,0,13228.93,1,1,3,PLATINUM,944
8675.0,15719426.0,Cole,529,France,Male,67.0,8,103101.56,2.0,1,1,154002.02,1,1,5,PLATINUM,572
8676.0,15639265.0,Isaacs,714,France,Male,54.0,7,126113.28,1.0,1,0,112777.38,0,0,3,GOLD,699
8677.0,15576124.0,Muravyova,,France,Male,41.0,invalid_value,40488.76,1.0,1,0,128528.83,0,0,4,GOLD,734
8678.0,15757829.0,Timperley,609,Germany,Female,40.0,invalid_value,137389.77,2.0,1,0,170122.22,0,0,1,GOLD,988
8679.0,15633227.0,Kenechukwu,518,France,Female,28.0,9,85146.36,1.0,0,0,2803.89,0,0,4,SILVER,275
8680.0,15753092.0,He,791,Germany,Male,35.0,5,129828.58,1.0,1,1,181918.26,1,1,4,DIAMOND,249
,15782939.0,Storey,747,France,Male,42.0,4,80214.36,1.0,1,0,115241.96,1,1,5,SILVER,387
8682.0,15746338.0,Onyekachukwu,565,France,Female,40.0,2,0.0,2.0,1,1,129956.13,0,0,3,SILVER,520
8683.0,15590676.0,Kharlamova,735,France,Male,34.0,1,141796.43,1.0,1,0,45858.49,0,0,4,GOLD,602
8684.0,15599329.0,Christopher,697,France,Female,49.0,7,195238.29,4.0,0,1,131083.56,1,1,2,GOLD,503
8685.0,15783097.0,Lombardo,813,Germany,Male,27.0,6,111348.15,,1,0,46422.46,0,0,1,SILVER,822
8686.0,15597885.0,Kerr,772,France,Male,43.0,6,0.0,2.0,1,1,57675.88,0,0,5,PLATINUM,807
8687.0,15597467.0,Duncan,606,France,Female,71.0,8,0.0,2.0,1,1,169741.96,0,0,4,GOLD,814
8688.0,15724764.0,Lawley,667,Germany,Female,42.0,10,64404.26,2.0,0,0,26022.37,0,0,5,DIAMOND,577
8689.0,15778418.0,Burns,637,Germany,Male,40.0,9,154309.67,1.0,1,1,125334.16,1,1,3,PLATINUM,659
8690.0,15684769.0,Whitson,542,France,Male,67.0,10,129431.36,1.0,0,1,21343.74,0,0,5,GOLD,521
8691.0,15756167.0,Doyne,762,Spain,Female,43.0,5,134204.67,1.0,1,1,139971.01,0,0,4,DIAMOND,672
8692.0,15632439.0,Pinto,698,France,Female,39.0,4,0.0,2.0,0,1,47455.82,0,0,5,invalid_value,639
8693.0,15755138.0,Chin,850,France,Female,32.0,8,0.0,2.0,1,1,55593.8,0,0,2,SILVER,341
8694.0,15659092.0,Davide,621,France,Female,50.0,5,0.0,2.0,1,0,191756.54,1,1,5,DIAMOND,344
8695.0,15742116.0,Torres,671,Germany,Female,48.0,9,116711.06,2.0,0,0,76373.38,0,0,1,SILVER,489
8696.0,15801994.0,Buccho,775,France,Male,31.0,9,0.0,2.0,1,0,169278.51,0,0,3,SILVER,246
8697.0,15647572.0,Greece,504,Spain,Male,34.0,0,54980.81,1.0,1,1,136909.88,0,0,1,PLATINUM,475
8698.0,15644551.0,Wimble,751,Spain,Female,37.0,3,99773.85,,1,0,54865.92,0,0,2,PLATINUM,403
8699.0,15709135.0,Pirozzi,691,Germany,Male,30.0,7,101231.77,2.0,0,0,156529.44,0,0,2,GOLD,368
8700.0,15684469.0,Hsiung,841,Germany,Male,32.0,2,117070.21,1.0,1,0,113482.2,0,0,3,SILVER,697
8701.0,15627637.0,Obioma,invalid_value,Germany,Male,23.0,8,73314.04,2.0,1,0,63446.47,0,0,3,DIAMOND,706
8702.0,15667093.0,Onio,673,France,Male,37.0,2,0.0,1.0,1,1,13624.02,0,0,2,GOLD,307
8703.0,15690589.0,Udinesi,541,France,Male,37.0,9,212314.03,1.0,0,1,148814.54,0,0,1,DIAMOND,369
8704.0,15595350.0,Fermin,661,France,Female,31.0,3,136067.82,2.0,1,0,65567.91,0,0,3,GOLD,796
8705.0,15777586.0,Moss,784,Spain,Female,42.0,2,109052.04,2.0,1,0,6409.55,0,0,5,GOLD,985
8706.0,15804064.0,Docherty,742,France,Female,35.0,,79126.17,1.0,1,1,126997.53,invalid_value,0,3,DIAMOND,974
8707.0,15717770.0,Marcelo,850,Spain,Female,55.0,,0.0,1.0,0,0,171762.87,1,1,3,SILVER,987
8708.0,15754443.0,Fadden,443,France,Female,35.0,9,108308.0,1.0,1,0,129031.19,1,1,4,invalid_value,476
8709.0,15776939.0,Zox,778,Germany,Female,48.0,3,102290.56,2.0,1,0,182691.31,0,0,1,PLATINUM,434
8710.0,15713517.0,Otitodilinna,529,France,Male,39.0,6,102025.08,2.0,1,0,12351.01,0,0,1,SILVER,540
8711.0,,Kennedy,678,Germany,Female,37.0,2,113383.07,1.0,1,1,135123.96,0,0,2,DIAMOND,767
8712.0,15673995.0,Tu,516,Spain,Female,65.0,9,102541.1,1.0,1,0,181490.42,0,0,4,PLATINUM,933
8713.0,15771054.0,Barnes,469,Spain,Male,35.0,5,0.0,2.0,1,0,,0,0,4,invalid_value,698
8714.0,15578788.0,Bibi,786,Spain,Male,40.0,6,0.0,2.0,0,0,41248.8,0,0,5,PLATINUM,326
8715.0,15737408.0,L?,703,France,Female,41.0,6,109941.51,invalid_value,1,0,116267.28,0,0,5,invalid_value,500
8716.0,15750837.0,Landseer,579,Germany,Male,41.0,0,141749.68,1.0,0,1,9201.53,0,0,2,PLATINUM,602
8717.0,15576022.0,Nwachinemelu,565,France,Male,38.0,5,0.0,2.0,0,1,80630.32,0,0,5,PLATINUM,441
8718.0,15635502.0,,443,France,Male,44.0,2,0.0,1.0,1,0,159165.7,0,0,3,PLATINUM,351
8719.0,15627298.0,Vinogradova,589,France,Male,37.0,7,85146.48,2.0,1,0,86490.09,1,1,2,SILVER,806
8720.0,15811415.0,Jenks,691,France,Female,44.0,6,134066.1,2.0,1,1,197572.41,0,0,4,PLATINUM,335
8721.0,15645059.0,Crace,711,France,Female,28.0,8,0.0,invalid_value,invalid_value,0,105159.89,0,0,,GOLD,459
8722.0,15689671.0,Packham,775,Spain,Male,27.0,4,0.0,1.0,1,1,40807.26,0,0,1,DIAMOND,923
8723.0,,T'ien,621,France,Male,35.0,7,87619.29,1.0,1,0,,0,0,2,DIAMOND,270
8724.0,15803202.0,Onyekachi,350,France,Male,51.0,10,0.0,1.0,1,1,125823.79,1,1,4,GOLD,383
8725.0,15593683.0,Solomina,668,Spain,Female,30.0,8,0.0,2.0,1,0,138465.7,0,0,5,PLATINUM,443
8726.0,15703394.0,Hawes,633,Spain,Male,27.0,3,0.0,2.0,1,0,44008.91,0,0,1,SILVER,612
8727.0,15570289.0,Benson,697,Germany,Male,,8,103409.16,1.0,1,0,66893.28,1,1,2,GOLD,593
8728.0,15567437.0,Emenike,734,Germany,Female,30.0,7,123040.38,1.0,1,1,,0,0,2,PLATINUM,645
8729.0,invalid_value,Nero,434,France,Male,41.0,4,108128.52,1.0,0,1,56784.11,0,0,1,PLATINUM,695
8730.0,15656592.0,Toscano,646,Germany,Male,48.0,8,169023.33,2.0,1,1,175657.55,0,0,4,PLATINUM,593
8731.0,15634373.0,Yang,764,France,Male,30.0,5,0.0,2.0,0,1,105155.66,0,0,3,DIAMOND,876
8732.0,15769125.0,Palerma,727,Spain,Female,41.0,10,0.0,2.0,0,1,47468.56,0,0,5,DIAMOND,408
8733.0,15711386.0,Trentini,724,France,Female,29.0,6,0.0,2.0,0,1,64729.51,0,0,5,SILVER,957
8734.0,15714241.0,Haddon,749,Spain,Male,invalid_value,9,222267.63,1.0,0,0,101108.85,1,1,4,GOLD,763
8735.0,invalid_value,Coates,706,Germany,Female,47.0,10,144090.42,1.0,1,0,140938.95,,1,5,DIAMOND,240
8736.0,15713599.0,Castiglione,728,France,Male,30.0,10,114835.43,1.0,0,1,37662.49,0,0,5,PLATINUM,548
8737.0,invalid_value,Stone,636,France,Male,44.0,2,0.0,2.0,0,0,,0,0,1,SILVER,663
8738.0,15780498.0,Maynard,634,France,Male,34.0,3,145030.92,1.0,1,1,41820.65,0,0,5,DIAMOND,529
8739.0,15624397.0,Moore,627,France,Male,43.0,8,71240.3,1.0,0,1,127734.16,0,0,2,DIAMOND,415
8740.0,15615219.0,Obielumani,518,France,Male,59.0,5,invalid_value,1.0,0,1,123872.0,0,0,4,PLATINUM,968
8741.0,15570908.0,Harding,687,Spain,Female,29.0,7,93617.07,1.0,0,1,113050.92,0,0,2,PLATINUM,856
invalid_value,15762855.0,Hill,622,Spain,Female,23.0,8,0.0,2.0,1,1,131389.39,0,0,3,SILVER,invalid_value
8743.0,15661827.0,Brown,693,Spain,Female,45.0,4,0.0,2.0,1,1,26589.56,0,0,5,SILVER,898
8744.0,15746035.0,Pagnotto,450,Spain,Male,25.0,9,74237.2,2.0,0,1,195463.35,0,0,3,SILVER,547
8745.0,15691906.0,Esposito,664,Germany,Female,49.0,5,127421.78,2.0,1,0,108876.75,1,1,2,PLATINUM,923
8746.0,15793424.0,Tan,663,Spain,Female,28.0,8,61274.7,2.0,1,0,136054.45,0,0,4,PLATINUM,244
8747.0,15577905.0,Hammond,660,France,Male,34.0,8,106486.66,2.0,0,1,182262.66,0,0,5,SILVER,322
8748.0,15667216.0,Chung,579,France,Female,29.0,10,73194.52,2.0,1,1,129209.09,0,0,1,PLATINUM,853
8749.0,15673971.0,Houghton,655,Germany,Female,44.0,6,146498.76,1.0,1,0,64853.51,1,1,1,PLATINUM,472
8750.0,15701238.0,Chia,683,France,Male,47.0,1,0.0,2.0,1,0,148989.15,0,0,5,PLATINUM,745
8751.0,15644849.0,Zikoranachidimma,655,France,Female,32.0,2,0.0,1.0,1,1,71047.51,0,0,2,DIAMOND,506
8752.0,15635531.0,Boag,575,Spain,Female,30.0,8,0.0,2.0,1,0,185341.63,0,0,3,GOLD,597
8753.0,15632263.0,Pagnotto,574,Spain,Male,30.0,5,120355.0,1.0,1,0,137793.35,0,0,3,SILVER,420
8754.0,15720110.0,Oluchukwu,,France,Male,32.0,2,117265.21,1.0,1,1,198317.23,0,0,2,PLATINUM,333
8755.0,15619045.0,Baxter,776,France,Female,43.0,4,0.0,2.0,0,1,162137.5,0,0,1,DIAMOND,228
8756.0,15697510.0,Tien,707,Spain,Female,52.0,7,0.0,1.0,1,0,109688.82,1,1,1,SILVER,533
8757.0,15784923.0,Chimezie,705,Germany,Female,37.0,3,109974.22,1.0,1,1,36320.87,1,1,3,SILVER,637
8758.0,15567383.0,Slone,678,Germany,Female,44.0,2,98009.13,2.0,0,1,31384.86,0,0,3,SILVER,985
8759.0,15732621.0,Martin,663,France,Male,34.0,10,0.0,1.0,1,1,114083.73,0,0,3,PLATINUM,664
8760.0,15757981.0,Loggia,748,France,Male,66.0,8,0.0,1.0,1,1,163331.65,0,0,4,,671
8761.0,15727819.0,Hartley,677,Spain,Female,34.0,10,171671.9,1.0,1,1,50777.77,0,0,1,DIAMOND,392
8762.0,15738088.0,Parkin,634,Spain,Male,63.0,10,0.0,2.0,1,0,30772.86,invalid_value,1,3,DIAMOND,350
8763.0,15765173.0,Lin,350,France,Female,60.0,3,0.0,1.0,0,0,113796.15,1,1,1,SILVER,958
8764.0,15665159.0,Brooks,727,France,Male,61.0,0,128213.96,2.0,1,1,188729.08,1,1,1,SILVER,708
8765.0,15618203.0,Tien,773,Germany,Male,51.0,8,116197.65,2.0,1,1,86701.4,0,0,3,GOLD,345
8766.0,15791452.0,Dann,675,France,Male,39.0,1,0.0,2.0,1,0,153129.22,0,0,1,DIAMOND,791
8767.0,15638159.0,invalid_value,invalid_value,Spain,Female,36.0,6,86607.39,1.0,0,0,19825.09,0,0,3,PLATINUM,998
8768.0,15585466.0,Russo,552,,Male,29.0,10,0.0,invalid_value,1,0,12186.83,0,0,3,DIAMOND,333
8769.0,15677310.0,Christie,761,Germany,Male,62.0,5,98854.34,1.0,0,0,86920.97,1,1,3,DIAMOND,327
8770.0,15646262.0,Ross,622,France,Male,31.0,7,0.0,1.0,1,0,35408.77,0,0,2,PLATINUM,978
8771.0,15656901.0,Nnonso,615,France,Male,59.0,8,0.0,2.0,1,1,165576.55,0,0,2,DIAMOND,948
8772.0,15621093.0,Teng,681,Germany,Male,31.0,4,97338.19,2.0,0,0,48226.76,0,0,4,SILVER,675
,15592123.0,Buccho,768,France,Male,30.0,6,0.0,2.0,1,1,199454.37,0,0,2,GOLD,297
8774.0,15589200.0,Madukaife,617,Spain,Male,34.0,9,0.0,2.0,1,0,118749.58,0,0,1,,561
8775.0,15602934.0,Dunn,452,France,Female,33.0,6,131698.57,2.0,1,0,151623.91,0,0,3,GOLD,475
8776.0,15812720.0,Hooker,807,Germany,Male,37.0,,130110.45,2.0,0,1,172097.95,0,0,4,DIAMOND,539
8777.0,15695383.0,Griffin,567,Spain,Male,44.0,9,0.0,2.0,1,0,87677.15,0,0,1,DIAMOND,240
8778.0,15723064.0,Kistler,603,Spain,Male,24.0,1,165149.13,2.0,1,0,21858.28,0,0,1,PLATINUM,invalid_value
8779.0,15761606.0,Law,617,Spain,Female,37.0,9,101707.8,1.0,1,0,123866.28,0,0,5,GOLD,425
8780.0,15650322.0,Grigoryeva,701,France,Female,34.0,3,105588.66,1.0,0,1,74694.41,0,0,4,SILVER,316
8781.0,15669782.0,Chu,820,Germany,Male,39.0,9,111336.89,1.0,1,invalid_value,16770.31,,1,5,PLATINUM,753
8782.0,15751628.0,Onyemachukwu,438,France,Male,60.0,7,78391.17,1.0,0,1,49424.6,0,0,4,GOLD,262
8783.0,15809057.0,Lu,600,Spain,Female,27.0,6,0.0,2.0,1,1,172031.22,0,0,2,SILVER,292
8784.0,15617052.0,Watson,782,France,Male,34.0,9,0.0,1.0,1,0,183021.06,1,1,2,GOLD,441
8785.0,15590810.0,Fallaci,638,Germany,Female,41.0,9,144326.09,1.0,1,0,73979.85,1,1,2,GOLD,527
8786.0,15801293.0,Ni,850,Germany,Male,27.0,1,101278.25,2.0,1,1,invalid_value,0,0,4,,859
8787.0,15770968.0,Leason,741,Germany,Female,19.0,8,108711.57,2.0,1,0,24857.25,0,0,3,SILVER,812
8788.0,15572356.0,invalid_value,689,Spain,Male,73.0,1,108555.07,1.0,0,1,167969.15,0,0,1,PLATINUM,623
8789.0,15603247.0,Bruner,743,Germany,Female,35.0,1,146781.24,1.0,1,0,invalid_value,0,0,2,DIAMOND,273
8790.0,15619116.0,Wallace,493,France,Female,36.0,2,0.0,2.0,0,1,99770.3,0,0,2,PLATINUM,229
8791.0,15691792.0,Young,invalid_value,Spain,Male,35.0,8,0.0,1.0,0,0,119712.78,0,0,2,DIAMOND,244
8792.0,15783276.0,Forbes,725,France,Female,25.0,9,0.0,2.0,1,1,168607.74,0,invalid_value,2,,922
8793.0,15766137.0,Muir,497,France,Male,34.0,2,,2.0,1,1,83087.13,0,0,5,DIAMOND,502
8794.0,15574554.0,Pugh,537,Germany,Male,66.0,8,103291.25,2.0,1,1,130664.79,0,0,4,GOLD,458
8795.0,15578671.0,Webb,706,Spain,Female,29.0,1,209490.21,1.0,1,1,133267.69,1,1,2,DIAMOND,243
8796.0,15716608.0,Walker,651,Spain,invalid_value,38.0,2,0.0,3.0,1,0,67029.82,1,1,2,PLATINUM,431
8797.0,15690670.0,Cox,720,France,Male,33.0,2,0.0,2.0,0,1,141031.08,0,0,2,GOLD,633
8798.0,15630466.0,Maclean,797,France,Male,45.0,8,0.0,1.0,0,0,125110.02,0,0,invalid_value,DIAMOND,456
8799.0,15630349.0,Hollis,543,Spain,Male,23.0,5,0.0,2.0,1,0,117832.39,0,0,2,PLATINUM,710
8800.0,15803801.0,Jamieson,454,France,Male,34.0,4,0.0,2.0,1,0,198817.72,0,0,2,PLATINUM,731
8801.0,15647890.0,Su,691,France,Male,37.0,9,,1.0,1,1,146411.6,0,0,5,,562
8802.0,15606115.0,P'eng,510,France,Female,52.0,6,191665.21,1.0,1,1,131312.56,1,1,4,SILVER,297
8803.0,15714642.0,Hawkins,792,Spain,Female,40.0,7,0.0,1.0,1,0,141652.2,invalid_value,0,1,DIAMOND,538
8804.0,15741181.0,Ndubuagha,721,France,Male,41.0,6,135071.12,1.0,1,1,64477.25,0,0,3,SILVER,330
8805.0,15773973.0,Hill,765,France,Male,41.0,2,0.0,2.0,0,1,191215.61,0,0,4,DIAMOND,547
8806.0,15758546.0,Norton,850,Spain,Male,39.0,8,0.0,invalid_value,1,1,37090.44,0,0,3,DIAMOND,995
8807.0,15598940.0,Achebe,681,Germany,Male,38.0,6,181804.34,2.0,1,,57517.71,0,0,1,SILVER,309
8808.0,15669783.0,Simpson,586,France,Female,60.0,3,47020.65,2.0,0,1,63241.21,1,1,3,PLATINUM,850
8809.0,15624993.0,invalid_value,753,France,Female,36.0,7,128518.98,1.0,1,1,44567.83,1,1,4,PLATINUM,358
8810.0,15760568.0,Dalrymple,593,Germany,Female,38.0,5,142658.04,2.0,0,1,135337.11,0,0,1,GOLD,698
8811.0,15699047.0,Chukwuemeka,674,France,Female,21.0,9,120150.39,2.0,1,1,33964.03,0,0,3,DIAMOND,
8812.0,15616168.0,Ojiofor,610,France,Female,35.0,7,81905.95,1.0,1,1,61623.19,0,0,3,GOLD,402
8813.0,15773146.0,Rubeo,652,France,Male,26.0,3,137998.2,2.0,0,1,168989.77,0,0,1,PLATINUM,443
8814.0,15770375.0,Fanucci,850,Germany,Female,26.0,8,123126.29,1.0,1,0,74425.41,0,0,5,DIAMOND,240
,15589725.0,Zubarev,740,France,Female,51.0,4,0.0,2.0,1,1,178929.84,0,0,4,SILVER,850
8816.0,15710034.0,T'ao,637,Germany,Male,43.0,1,135645.29,2.0,0,1,101382.86,1,1,5,GOLD,823
8817.0,15800806.0,Pai,685,Spain,Male,31.0,7,122449.31,2.0,1,1,180769.55,0,0,5,GOLD,946
8818.0,15570485.0,Udegbunam,558,Spain,Male,40.0,4,161766.87,1.0,0,0,92378.54,0,0,2,DIAMOND,628
8819.0,15575391.0,Claypool,677,France,Female,invalid_value,3,0.0,2.0,1,1,38252.25,0,0,3,PLATINUM,654
8820.0,15790750.0,Manfrin,592,Germany,Male,36.0,10,123187.51,1.0,0,1,146111.35,0,0,3,PLATINUM,416
8821.0,15714832.0,Baker,652,Germany,Male,36.0,9,150956.71,1.0,0,0,72350.17,0,0,2,GOLD,507
8822.0,15619953.0,Efremov,662,Spain,Female,42.0,6,105021.28,1.0,1,0,48242.38,0,0,4,PLATINUM,313
8823.0,15673929.0,Chin,543,France,Male,64.0,4,0.0,2.0,1,1,148305.82,0,0,5,GOLD,701
8824.0,15578835.0,Brookes,675,Spain,Female,50.0,1,133204.91,1.0,0,1,8270.06,0,0,invalid_value,PLATINUM,467
8825.0,15752388.0,Doyle,643,Spain,Female,,6,0.0,2.0,1,1,41549.64,0,0,1,PLATINUM,704
8826.0,15797081.0,Ajuluchukwu,611,Germany,Female,49.0,9,115488.52,2.0,1,1,138656.81,1,1,4,SILVER,991
8827.0,15570194.0,Ikemefuna,412,France,Male,29.0,5,0.0,2.0,0,invalid_value,12510.53,0,0,1,SILVER,327
8828.0,15580149.0,Fowler,638,Spain,Male,41.0,7,0.0,2.0,1,0,43889.41,0,0,5,DIAMOND,847
8829.0,15777708.0,Liao,824,Spain,Female,38.0,3,0.0,2.0,1,0,192800.25,0,0,5,PLATINUM,340
8830.0,15769955.0,Onuora,683,France,Female,40.0,1,0.0,2.0,0,0,75762.0,0,0,invalid_value,GOLD,288
